Study,Sample,Sample_Type,DPN,Sample_Vol,InteritE_DNA,IntegritE_Cq,IntegritE_Total,IntegritE_Copies,IntegritE_SE,I6S_DNA,I6S_Cq,I6S_Total,I6S_Copies,I6S_SE,NosZI_DNA,NosZI_Cq,NosZI_Total,NosZI_Copies,NosZI_SE,NosZII_DNA,NosZII_Total,NosZII_Copies,NosZII_SE,Notes
PCS2019,41,cDNA,49,,"5,017,065.75",13.7,,,,"11,250,300.63",13.85,,,,45.28,29.03,,,,63.34,,,,
PCS2019,41,cDNA,49,,"4,100,415.36",14,,,,"10,322,789.42",13.98,,,,38.35,29.28,,,,90.44,,,,
PCS2019,41,cDNA,49,,,,,,,"13,100,114.12",13.62,,,,51.03,28.85,,,,93.12,,,,
PCS2019,41,cDNA,49,,,,,,,"10,812,292.66",13.91,,,,37.84,29.3,,,,76.8,,,,
PCS2019,41,cDNA,49,,,,,,,"11,783,786.14",13.78,,,,35.41,29.4,,,,85.81,,,,
PCS2019,41,cDNA,49,,,,,,,"11,862,036.09",13.77,,,,25.74,29.88,,,,89.39,,,,
PCS2019,88,gDNA,50,0.73,"737,974.50",16.55,33080893,45484522,6181,"2,504,250.57",16.12,121818892,167494695,7489954,"41,328.55",18.77,2090470,2874288,61351,"376,227.18",17527528,24099447,510626,
PCS2019,88,gDNA,50,,"689,976.09",16.65,,,,"2,390,876.02",16.19,,,,"40,783.04",18.79,,,,"350,765.19",,,,
PCS2019,88,gDNA,50,,"607,211.72",16.84,,,,"2,455,017.62",16.15,,,,"44,461.99",18.66,,,,"321,347.10",,,,
PCS2019,88,gDNA,50,,"611,309.13",16.83,,,,"2,164,916.84",16.34,,,,"38,415.94",18.88,,,,"376,227.18",,,,
PCS2019,88,gDNA,50,,,,,,,"2,375,104.20",16.2,,,,"43,295.98",18.7,,,,"338,687.87",,,,
PCS2019,88,gDNA,50,,,,,,,"3,115,534.93",15.79,,,,"42,160.55",18.74,,,,"348,722.80",,,,
PCS2019,88,gDNA,50,,,,,,,"2,390,876.02",16.19,,,,"45,357.06",18.63,,,,"365,400.78",,,,
PCS2019,88,gDNA,50,,,,,,,"2,094,446.51",16.39,,,,"38,672.02",18.87,,,,"327,026.39",,,,
PCS2019,108,gDNA,51,0.71,"579,288.66",16.91,26404261,37257317,3511,"3,115,534.93",15.79,136930681,193213886,6069574,"74,652.64",17.88,3435854,4848108,133332,"359,055.05",18382708,25938631,684314,
PCS2019,108,gDNA,51,,"513,241.62",17.09,,,,"2,438,822.67",16.16,,,,"61,570.18",18.17,,,,"350,765.19",,,,
PCS2019,108,gDNA,51,,"520,191.59",17.07,,,,"2,657,952.92",16.03,,,,"68,475.59",18.01,,,,"401,187.79",,,,
PCS2019,108,gDNA,51,,"499,618.99",17.13,,,,"2,554,470.83",16.09,,,,"64,931.15",18.09,,,,"401,187.79",,,,
PCS2019,108,gDNA,51,,,,,,,"2,747,383.15",15.98,,,,"72,213.52",17.93,,,,"361,157.95",,,,
PCS2019,108,gDNA,51,,,,,,,"2,504,250.57",16.12,,,,"61,980.60",18.16,,,,"374,036.53",,,,
PCS2019,108,gDNA,51,,,,,,,"2,916,008.14",15.89,,,,"74,652.64",17.88,,,,"376,227.18",,,,
PCS2019,108,gDNA,51,,,,,,,"2,974,485.80",15.86,,,,"71,260.33",17.95,,,,"317,615.80",,,,
PCS2019,103,cDNA,52,4.16,"11,628,968.97",12.45,71383961860,17151360370,2481,"36,785,765.08",12.06,2.86E+11,68791657047,1698006087,211.49,26.71,1565501,376141,9948,164.08,1182988,284236,18339,
PCS2019,103,cDNA,52,,"8,477,481.25",12.92,,,,"35,120,368.87",12.13,,,,193.99,26.84,,,,133.75,,,,
PCS2019,103,cDNA,52,,"10,655,447.75",12.58,,,,"41,715,090.27",11.87,,,,221.56,26.64,,,,175.99,,,,
PCS2019,103,cDNA,52,,"7,872,973.56",13.03,,,,"42,834,208.32",11.83,,,,197.9,26.81,,,,139.33,,,,
PCS2019,103,cDNA,52,,,,,,,"40,357,219.95",11.92,,,,196.59,26.82,,,,129.9,,,,
PCS2019,103,cDNA,52,,,,,,,"37,275,937.20",12.04,,,,214.32,26.69,,,,213.4,,,,
PCS2019,103,cDNA,52,,,,,,,"39,043,549.74",11.97,,,,241.55,26.51,,,,182.27,,,,
PCS2019,103,cDNA,52,,,,,,,"36,785,765.08",12.06,,,,217.19,26.67,,,,141.8,,,,
PCS2019,72,gDNA,53,0.75,"632,214.62",16.78,28041661,37354018,4756,"3,901,771.72",15.45,180388694,240293984,5557137,"70,319.72",17.97,3588209,4779818,118303,"380,647.03",19102809,25446662,875594,
PCS2019,72,gDNA,53,,"560,133.27",16.96,,,,"3,199,117.42",15.75,,,,"68,475.59",18.01,,,,"413,074.52",,,,
PCS2019,72,gDNA,53,,"530,793.41",17.04,,,,"3,627,802.00",15.56,,,,"68,932.04",18,,,,"401,187.79",,,,
PCS2019,72,gDNA,53,,"520,191.59",17.07,,,,"3,876,033.02",15.46,,,,"78,206.44",17.81,,,,"382,876.39",,,,
PCS2019,72,gDNA,53,,,,,,,"3,676,142.64",15.54,,,,"80,847.99",17.76,,,,"422,836.98",,,,
PCS2019,72,gDNA,53,,,,,,,"3,676,142.64",15.54,,,,"69,391.53",17.99,,,,"346,692.31",,,,
PCS2019,72,gDNA,53,,,,,,,"3,509,713.21",15.61,,,,"71,260.33",17.95,,,,"398,851.81",,,,
PCS2019,72,gDNA,53,,,,,,,"3,395,468.33",15.66,,,,"66,679.83",18.05,,,,"310,282.69",,,,
PCS2019,81,cDNA,54,5.06,"2,010,158.62",15.06,5573312169,1100553340,380,"9,597,956.71",14.09,29428987411,5811296659,183964783,57.9,28.66,167865,33148,1640,75.03,165428,32667,3222,
PCS2019,81,cDNA,54,,"1,917,720.05",15.13,,,,"10,187,046.53",14,,,,62.29,28.55,,,,40.4,,,,
PCS2019,81,cDNA,54,,"1,956,804.34",15.1,,,,"10,391,337.66",13.97,,,,58.67,28.64,,,,65.22,,,,
PCS2019,81,cDNA,54,,"1,546,399.88",15.45,,,,"9,597,956.71",14.09,,,,39.12,29.25,,,,54.42,,,,
PCS2019,81,cDNA,54,,,,,,,"11,176,086.09",13.86,,,,54.54,28.75,,,,38.33,,,,
PCS2019,81,cDNA,54,,,,,,,"8,188,294.35",14.33,,,,51.37,28.84,,,,55.7,,,,
PCS2019,81,cDNA,54,,,,,,,"10,053,088.63",14.02,,,,61.06,28.58,,,,37.89,,,,
PCS2019,81,cDNA,54,,,,,,,"9,285,533.07",14.14,,,,62.7,28.54,,,,74.16,,,,
BIOS2020,R7,cDNA,55,2.8,"7,979,584.09",13.01,79140948528,28264624474,1235,"30,161,165.33",12.36,3.36E+11,1.20E+11,2145671236,19.09,30.33,220104,78609,5659,114.91,1450634,518084,32428,
BIOS2020,R7,cDNA,55,,"7,311,571.79",13.14,,,,"33,530,369.89",12.2,,,,24.41,29.96,,,,167.96,,,,
BIOS2020,R7,cDNA,55,,"7,022,412.88",13.2,,,,"30,970,318.67",12.32,,,,18.84,30.35,,,,146.85,,,,
BIOS2020,R7,cDNA,55,,"6,221,759.16",13.38,,,,"29,179,387.49",12.41,,,,23.15,30.04,,,,146,,,,
BIOS2020,R7,cDNA,55,,,,,,,"30,563,064.34",12.34,,,,11.15,31.14,,,,136.91,,,,
BIOS2020,R7,cDNA,55,,,,,,,"28,417,025.34",12.45,,,,20.27,30.24,,,,106.51,,,,
BIOS2020,R7,cDNA,55,,,,,,,"29,962,202.03",12.37,,,,22.09,30.11,,,,127.65,,,,
BIOS2020,R7,cDNA,55,,,,,,,"29,568,204.26",12.39,,,,19.73,30.28,,,,99.3,,,,
BIOS2020,R5,cDNA,56,2.8,"4,628,081.69",13.82,40629382733,14510493833,901,"18,852,393.00",13.07,1.87E+11,66759438818,2575239779,81.79,28.14,801345,286195,14047,188.77,1731543,618408,39813,
BIOS2020,R5,cDNA,56,,"4,628,081.69",13.82,,,,"17,762,209.24",13.16,,,,82.88,28.12,,,,207.26,,,,
BIOS2020,R5,cDNA,56,,"4,690,752.07",13.8,,,,"23,299,518.11",12.75,,,,87.41,28.04,,,,171.93,,,,
BIOS2020,R5,cDNA,56,,"3,682,104.84",14.16,,,,"18,977,581.88",13.06,,,,83.99,28.1,,,,209.69,,,,
BIOS2020,R5,cDNA,56,,,,,,,"23,924,589.54",12.71,,,,112.51,27.66,,,,251.31,,,,
BIOS2020,R5,cDNA,56,,,,,,,"18,977,581.88",13.06,,,,73.05,28.31,,,,171.93,,,,
BIOS2020,R5,cDNA,56,,,,,,,"20,009,488.52",12.98,,,,94.66,27.92,,,,145.15,,,,
BIOS2020,R5,cDNA,56,,,,,,,"20,410,759.01",12.95,,,,79.12,28.19,,,,156.59,,,,
PCS2019,87,cDNA,57,5.01,"2,135,585.24",14.97,6132817903,1223944340,352,"9,661,691.72",14.08,29401909175,5867824690,127860547,67.46,28.43,224199,44744,1453,46.75,157364,31406,3492,
PCS2019,87,cDNA,57,,"1,956,804.34",15.1,,,,"8,463,800.00",14.28,,,,80.17,28.17,,,,68.34,,,,
PCS2019,87,cDNA,57,,"1,943,688.53",15.11,,,,"9,224,279.46",14.15,,,,66.12,28.46,,,,47.58,,,,
PCS2019,87,cDNA,57,,"1,653,975.68",15.35,,,,"9,597,956.71",14.09,,,,61.06,28.58,,,,72.44,,,,
PCS2019,87,cDNA,57,,,,,,,"9,986,771.71",14.03,,,,73.54,28.3,,,,54.1,,,,
PCS2019,87,cDNA,57,,,,,,,"9,471,745.25",14.11,,,,77.04,28.23,,,,25.77,,,,
PCS2019,87,cDNA,57,,,,,,,"8,463,800.00",14.28,,,,65.25,28.48,,,,43.08,,,,
PCS2019,87,cDNA,57,,,,,,,"8,865,150.58",14.21,,,,71.61,28.34,,,,36.58,,,,
BIOS2020,R2,cDNA,58,2.8,"11,786,440.66",12.43,1.07E+11,38355092886,3567,"21,378,630.41",12.88,2.85E+11,1.02E+11,3829568928,20.67,30.21,196005,70002,6616,132.2,1353879,483528,18895,
BIOS2020,R2,cDNA,58,,"8,767,393.41",12.87,,,,"25,561,620.77",12.61,,,,17.16,30.49,,,,107.13,,,,
BIOS2020,R2,cDNA,58,,"6,975,343.98",13.21,,,,"25,225,489.88",12.63,,,,11.68,31.07,,,,108.39,,,,
BIOS2020,R2,cDNA,58,,"10,655,447.75",12.58,,,,"25,902,230.62",12.59,,,,11.83,31.05,,,,125.43,,,,
BIOS2020,R2,cDNA,58,,,,,,,"23,609,985.33",12.73,,,,17.74,30.44,,,,141.8,,,,
BIOS2020,R2,cDNA,58,,,,,,,"26,773,744.33",12.54,,,,25.74,29.88,,,,123.25,,,,
BIOS2020,R2,cDNA,58,,,,,,,"23,766,766.88",12.72,,,,19.22,30.32,,,,121.11,,,,
BIOS2020,R2,cDNA,58,,,,,,,"30,563,064.34",12.34,,,,15.33,30.66,,,,103.45,,,,
PCS2019,4,cDNA,59,4.88,"7,460,586.02",13.11,36152474494,7408142147,1396,"22,392,397.95",12.81,1.27E+11,25923237475,628519345,71.14,28.35,466190,95529,3870,97.58,580130,118877,4703,
PCS2019,4,cDNA,59,,"6,477,949.89",13.32,,,,"22,244,682.65",12.82,,,,80.71,28.16,,,,121.82,,,,
PCS2019,4,cDNA,59,,"7,165,533.89",13.17,,,,"24,404,373.50",12.68,,,,93.41,27.94,,,,93.67,,,,
PCS2019,4,cDNA,59,,"5,188,638.92",13.65,,,,"21,952,168.93",12.84,,,,88.58,28.02,,,,113.58,,,,
PCS2019,4,cDNA,59,,,,,,,"22,841,455.33",12.78,,,,75.02,28.27,,,,114.24,,,,
PCS2019,4,cDNA,59,,,,,,,"25,902,230.62",12.59,,,,92.79,27.95,,,,112.26,,,,
PCS2019,4,cDNA,59,,,,,,,"20,820,076.58",12.92,,,,78.59,28.2,,,,102.84,,,,
PCS2019,4,cDNA,59,,,,,,,"23,454,238.01",12.74,,,,97.86,27.87,,,,87.84,,,,
PCS2019,84,gDNA,60,0.71,"615,434.18",16.82,30629463,43243630,2020,"2,916,008.14",15.89,147361732,208049883,16660108,"54,994.56",18.34,3070370,4334844,88888,"380,647.03",19148238,27034079,220105,
PCS2019,84,gDNA,60,,"636,480.74",16.77,,,,"2,487,730.85",16.13,,,,"58,383.18",18.25,,,,"387,374.35",,,,
PCS2019,84,gDNA,60,,"587,133.00",16.89,,,,"2,747,383.15",15.98,,,,"60,355.16",18.2,,,,"380,647.03",,,,
PCS2019,84,gDNA,60,,"611,309.13",16.83,,,,"2,571,433.74",16.08,,,,"62,809.66",18.14,,,,"398,851.81",,,,
PCS2019,84,gDNA,60,,,,,,,"2,729,259.56",15.99,,,,"65,799.68",18.07,,,,"369,693.44",,,,
PCS2019,84,gDNA,60,,,,,,,"2,994,237.80",15.85,,,,"64,931.15",18.09,,,,"389,643.11",,,,
PCS2019,84,gDNA,60,,,,,,,"2,588,509.28",16.07,,,,"63,228.34",18.13,,,,"378,430.65",,,,
PCS2019,84,gDNA,60,,,,,,,"4,543,314.58",15.22,,,,"60,757.48",18.19,,,,"378,430.65",,,,
PCS2019,8,cDNA,61,4.99,"3,512,780.64",14.23,13736248401,2752313938,1102,"3,328,714.26",15.69,16309166708,3267846178,111769712,16.94,30.51,88614,17755,649,65.22,175182,35101,3687,
PCS2019,8,cDNA,61,,"3,009,360.46",14.46,,,,"3,440,713.11",15.64,,,,17.16,30.49,,,,34.51,,,,
PCS2019,8,cDNA,61,,"1,904,866.21",15.14,,,,"3,980,017.89",15.42,,,,19.09,30.33,,,,32.55,,,,
PCS2019,8,cDNA,61,,"3,465,848.45",14.25,,,,"3,556,480.31",15.59,,,,21.8,30.13,,,,29.13,,,,
PCS2019,8,cDNA,61,,,,,,,"3,927,681.35",15.44,,,,20,30.26,,,,35.32,,,,
PCS2019,8,cDNA,61,,,,,,,"3,263,272.56",15.72,,,,20.81,30.2,,,,34.71,,,,
PCS2019,8,cDNA,61,,,,,,,"3,749,864.04",15.51,,,,20.81,30.2,,,,36.58,,,,
PCS2019,8,cDNA,61,,,,,,,"2,994,237.80",15.85,,,,16.83,30.52,,,,35.32,,,,
PCS2019,55,cDNA,62,5.06,"3,218,707.59",14.36,8367382058,1652457157,601,"6,160,198.56",14.76,17563368785,3468553753,132237170,30.19,29.64,69121,13651,1745,46.48,161621,31918,1352,
PCS2019,55,cDNA,62,,"3,091,413.76",14.42,,,,"5,578,004.67",14.91,,,,20.67,30.21,,,,45.94,,,,
PCS2019,55,cDNA,62,,"2,630,628.88",14.66,,,,"6,848,334.08",14.6,,,,27.88,29.76,,,,58.71,,,,
PCS2019,55,cDNA,62,,"2,560,805.88",14.7,,,,"5,396,434.71",14.96,,,,20.54,30.22,,,,56.69,,,,
PCS2019,55,cDNA,62,,,,,,,"6,581,707.88",14.66,,,,39.12,29.25,,,,61.16,,,,
PCS2019,55,cDNA,62,,,,,,,"6,669,409.46",14.64,,,,10.71,31.2,,,,52.24,,,,
PCS2019,55,cDNA,62,,,,,,,"5,999,252.68",14.8,,,,22.69,30.07,,,,59.4,,,,
PCS2019,55,cDNA,62,,,,,,,"5,050,833.30",15.06,,,,18.22,30.4,,,,63.71,,,,
PCS2019,3,gDNA,63,0.78,"855,652.55",16.33,36174648,46532863,9141,"1,209,191.18",17.22,58807432,75646298,834998,"26,835.11",19.42,1244773,1601200,62900,"101,707.93",4380573,5634902,236297,
PCS2019,3,gDNA,63,,"737,974.50",16.55,,,,"1,162,113.74",17.28,,,,"25,958.32",19.47,,,,"79,122.64",,,,
PCS2019,3,gDNA,63,,"680,757.73",16.67,,,,"1,241,630.94",17.18,,,,"29,255.85",19.29,,,,"99,941.62",,,,
PCS2019,3,gDNA,63,,"619,587.06",16.81,,,,"1,146,832.14",17.3,,,,"24,451.68",19.56,,,,"81,944.09",,,,
PCS2019,3,gDNA,63,,,,,,,"1,185,418.78",17.25,,,,"25,615.68",19.49,,,,"91,026.56",,,,
PCS2019,3,gDNA,63,,,,,,,"1,146,832.14",17.3,,,,"24,778.74",19.54,,,,"89,969.62",,,,
PCS2019,3,gDNA,63,,,,,,,"1,185,418.78",17.25,,,,"20,572.63",19.82,,,,"86,366.02",,,,
PCS2019,3,gDNA,63,,,,,,,"1,131,751.50",17.32,,,,"21,695.64",19.74,,,,"70,813.18",,,,
PCS2019,60,gDNA,64,0.7,"433,814.02",17.34,18341919,26353332,5656,"1,371,223.87",17.03,65237417,93731920,3728030,"26,480.89",19.44,1161156,1668327,56696,"289,283.63",13916087,19994379,513019,
PCS2019,60,gDNA,64,,"364,220.65",17.6,,,,"1,317,838.01",17.09,,,,"24,943.92",19.53,,,,"285,924.64",,,,
PCS2019,60,gDNA,64,,"371,643.69",17.57,,,,"1,300,508.67",17.11,,,,"23,969.15",19.59,,,,"289,283.63",,,,
PCS2019,60,gDNA,64,,"297,675.18",17.9,,,,"1,344,265.95",17.06,,,,"20,166.65",19.85,,,,"263,478.77",,,,
PCS2019,60,gDNA,64,,,,,,,"1,544,711.46",16.85,,,,"24,614.67",19.55,,,,"315,766.44",,,,
PCS2019,60,gDNA,64,,,,,,,"1,169,830.73",17.27,,,,"21,126.68",19.78,,,,"265,021.90",,,,
PCS2019,60,gDNA,64,,,,,,,"1,344,265.95",17.06,,,,"23,496.14",19.62,,,,"257,395.57",,,,
PCS2019,60,gDNA,64,,,,,,,"1,045,342.02",17.44,,,,"20,986.78",19.79,,,,"260,419.41",,,,
PCS2019,110,gDNA,65,0.71,"768,361.77",16.49,33599389,47631683,8111,"1,728,669.57",16.68,81135725,115020874,4436242,"18,253.82",20,859683,1218717,31720,"332,806.06",16387393,23231348,660816,
PCS2019,110,gDNA,65,,"662,688.84",16.71,,,,"1,775,045.72",16.64,,,,"17,775.12",20.04,,,,"350,765.19",,,,
PCS2019,110,gDNA,65,,"685,351.41",16.66,,,,"1,786,832.87",16.63,,,,"18,621.29",19.97,,,,"350,765.19",,,,
PCS2019,110,gDNA,65,,"571,549.13",16.93,,,,"1,408,010.59",16.99,,,,"16,632.56",20.14,,,,"284,259.80",,,,
PCS2019,110,gDNA,65,,,,,,,"1,717,266.10",16.69,,,,"16,413.02",20.16,,,,"350,765.19",,,,
PCS2019,110,gDNA,65,,,,,,,"1,740,148.76",16.67,,,,"18,253.82",20,,,,"312,099.94",,,,
PCS2019,110,gDNA,65,,,,,,,"1,436,246.85",16.96,,,,"16,743.43",20.13,,,,"342,666.72",,,,
PCS2019,110,gDNA,65,,,,,,,"1,389,495.49",17.01,,,,"14,856.22",20.31,,,,"297,854.77",,,,
PCS2019,38,gDNA,66,0.7,"959,289.92",16.16,40808170,58565111,11107,"1,445,784.21",16.95,85200225,122273572,7265799,"21,126.68",19.78,1105054,1585898,59656,"150,409.82",7161831,10278173,298258,
PCS2019,38,gDNA,66,,"844,220.68",16.35,,,,"1,607,288.01",16.79,,,,"23,032.47",19.65,,,,"150,409.82",,,,
PCS2019,38,gDNA,66,,"728,114.86",16.57,,,,"1,999,624.96",16.46,,,,"22,577.95",19.68,,,,"160,388.68",,,,
PCS2019,38,gDNA,66,,"733,028.10",16.56,,,,"1,639,520.58",16.76,,,,"23,496.14",19.62,,,,"139,413.99",,,,
PCS2019,38,gDNA,66,,,,,,,"2,122,355.11",16.37,,,,"24,943.92",19.53,,,,"152,176.81",,,,
PCS2019,38,gDNA,66,,,,,,,"1,426,772.40",16.97,,,,"23,969.15",19.59,,,,"128,469.61",,,,
PCS2019,38,gDNA,66,,,,,,,"1,973,330.23",16.48,,,,"17,893.60",20.03,,,,"135,402.18",,,,
PCS2019,38,gDNA,66,,,,,,,"1,417,360.45",16.98,,,,"19,768.69",19.88,,,,"129,222.03",,,,
PCS2019,39,cDNA,67,5.02,"11,707,440.06",12.44,52217545197,10395068022,1063,"21,378,630.41",12.88,99568930854,19821418361,385290242,37.84,29.3,184585,36746,1929,170.93,894871,178144,12367,
PCS2019,39,cDNA,67,,"10,234,044.85",12.64,,,,"19,746,367.21",13,,,,43.8,29.08,,,,166.01,,,,
PCS2019,39,cDNA,67,,"10,029,634.85",12.67,,,,"20,142,361.06",12.97,,,,43.22,29.1,,,,175.99,,,,
PCS2019,39,cDNA,67,,"10,655,447.75",12.58,,,,"21,237,602.60",12.89,,,,42.37,29.13,,,,193.23,,,,
PCS2019,39,cDNA,67,,,,,,,"21,378,630.41",12.88,,,,37.59,29.31,,,,197.8,,,,
PCS2019,39,cDNA,67,,,,,,,"21,097,505.12",12.9,,,,27.88,29.76,,,,245.5,,,,
PCS2019,39,cDNA,67,,,,,,,"18,728,029.96",13.08,,,,36.61,29.35,,,,193.23,,,,
PCS2019,39,cDNA,67,,,,,,,"18,852,393.00",13.07,,,,32.05,29.55,,,,118.32,,,,
PCS2019,34,gDNA,68,0.78,"933,828.14",16.2,41681502,53651051,6329,"1,672,399.54",16.73,78021627,100426860,3528471,"32,537.04",19.13,1455820,1873883,64661,"117,009.78",5278387,6794165,141193,
PCS2019,34,gDNA,68,,"789,311.94",16.45,,,,"1,596,685.26",16.8,,,,"26,305.55",19.45,,,,"107,824.19",,,,
PCS2019,34,gDNA,68,,"827,358.61",16.38,,,,"1,436,246.85",16.96,,,,"30,244.01",19.24,,,,"98,781.16",,,,
PCS2019,34,gDNA,68,,"784,021.44",16.46,,,,"1,344,265.95",17.06,,,,"31,683.76",19.17,,,,"111,018.90",,,,
PCS2019,34,gDNA,68,,,,,,,"1,810,642.50",16.61,,,,"24,128.92",19.58,,,,"101,707.93",,,,
PCS2019,34,gDNA,68,,,,,,,"1,639,520.58",16.76,,,,"27,741.50",19.37,,,,"105,334.74",,,,
PCS2019,34,gDNA,68,,,,,,,"1,575,689.12",16.82,,,,"29,844.80",19.26,,,,"99,359.69",,,,
PCS2019,34,gDNA,68,,,,,,,"1,408,010.59",16.99,,,,"30,445.61",19.23,,,,"103,505.45",,,,
PCS2019,90,gDNA,69,0.72,"773,546.59",16.48,33432325,46228326,10699,"2,066,904.90",16.41,108212348,149629905,1822760,"33,192.05",19.1,1662409,2298685,93207,"387,374.35",19005851,26280214,814008,
PCS2019,90,gDNA,69,,"733,028.10",16.56,,,,"2,193,764.46",16.32,,,,"31,683.76",19.17,,,,"408,278.14",,,,
PCS2019,90,gDNA,69,,"640,775.65",16.76,,,,"2,237,758.24",16.29,,,,"37,160.78",18.93,,,,"396,529.43",,,,
PCS2019,90,gDNA,69,,"527,235.68",17.05,,,,"2,122,355.11",16.37,,,,"29,062.13",19.3,,,,"391,925.16",,,,
PCS2019,90,gDNA,69,,,,,,,"2,282,634.27",16.26,,,,"34,085.95",19.06,,,,"398,851.81",,,,
PCS2019,90,gDNA,69,,,,,,,"2,080,630.13",16.4,,,,"38,929.80",18.86,,,,"391,925.16",,,,
PCS2019,90,gDNA,69,,,,,,,"2,150,635.60",16.35,,,,"34,313.17",19.05,,,,"304,894.17",,,,
PCS2019,90,gDNA,69,,,,,,,"2,179,292.92",16.33,,,,"27,557.81",19.38,,,,"361,157.95",,,,
PCS2019,9,gDNA,70,0.72,"1,039,916.95",16.04,51136172,70737546,1942,"2,588,509.28",16.07,139559370,193054876,6113398,"51,802.61",18.43,2271319,3141954,173027,"396,529.43",19931273,27571273,439338,
PCS2019,9,gDNA,70,,"1,005,529.92",16.09,,,,"3,136,223.56",15.78,,,,"46,270.15",18.6,,,,"391,925.16",,,,
PCS2019,9,gDNA,70,,"1,005,529.92",16.09,,,,"2,711,255.53",16,,,,"53,197.72",18.39,,,,"398,851.81",,,,
PCS2019,9,gDNA,70,,"1,039,916.95",16.04,,,,"2,520,879.99",16.11,,,,"47,201.63",18.57,,,,"410,669.33",,,,
PCS2019,9,gDNA,70,,,,,,,"2,877,663.14",15.91,,,,"30,445.61",19.23,,,,"374,036.53",,,,
PCS2019,9,gDNA,70,,,,,,,"3,178,013.90",15.76,,,,"43,295.98",18.7,,,,"422,836.98",,,,
PCS2019,9,gDNA,70,,,,,,,"2,605,698.22",16.06,,,,"48,472.82",18.53,,,,"417,927.25",,,,
PCS2019,9,gDNA,70,,,,,,,"2,711,255.53",16,,,,"42,724.49",18.72,,,,"376,227.18",,,,
BIOS2020,R4,cDNA,71,2.8,"10,513,086.59",12.6,97380045030,34778587511,1625,"17,413,008.59",13.19,1.98E+11,70544135074,4203898926,12.4,30.98,109971,39275,3793,122.53,1261390,450496,17041,
BIOS2020,R4,cDNA,71,,"8,308,156.03",12.95,,,,"18,481,759.61",13.1,,,,7.38,31.76,,,,115.58,,,,
BIOS2020,R4,cDNA,71,,"9,440,577.02",12.76,,,,"17,070,673.14",13.22,,,,12.15,31.01,,,,131.43,,,,
BIOS2020,R4,cDNA,71,,"8,946,078.17",12.84,,,,"17,528,639.27",13.18,,,,9.57,31.37,,,,99.88,,,,
BIOS2020,R4,cDNA,71,,,,,,,"15,254,080.38",13.39,,,,6.13,32.04,,,,125.43,,,,
BIOS2020,R4,cDNA,71,,,,,,,"17,645,037.79",13.17,,,,10.93,31.17,,,,140.97,,,,
BIOS2020,R4,cDNA,71,,,,,,,"23,145,818.84",12.76,,,,10.36,31.25,,,,119.71,,,,
BIOS2020,R4,cDNA,71,,,,,,,"24,404,373.50",12.68,,,,15.13,30.68,,,,108.39,,,,
PCS2019,53,cDNA,72,5.06,"12,026,655.43",12.4,60962943144,12052299859,1556,"19,877,492.50",12.99,1.12E+11,22211390298,507777356,103.2,27.79,498854,98623,4512,63.34,278417,55043,5569,
PCS2019,53,cDNA,72,,"11,320,309.12",12.49,,,,"19,103,602.06",13.05,,,,81.25,28.15,,,,29.82,,,,
PCS2019,53,cDNA,72,,"10,945,979.47",12.54,,,,"18,118,412.77",13.13,,,,93.41,27.94,,,,40.88,,,,
PCS2019,53,cDNA,72,,"9,252,015.37",12.79,,,,"20,009,488.52",12.98,,,,88.58,28.02,,,,54.42,,,,
PCS2019,53,cDNA,72,,,,,,,"20,142,361.06",12.97,,,,73.54,28.3,,,,67.94,,,,
PCS2019,53,cDNA,72,,,,,,,"21,663,501.71",12.86,,,,90.36,27.99,,,,60.1,,,,
PCS2019,53,cDNA,72,,,,,,,"22,097,941.79",12.83,,,,105.28,27.76,,,,48.7,,,,
PCS2019,53,cDNA,72,,,,,,,"19,486,705.90",13.02,,,,77.04,28.23,,,,32.55,,,,
BIOS2020,D7,gDNA,73,0.42,"778,766.41",16.47,35632868,85409560,21023,"3,850,464.10",15.47,191622886,459307012,8244990,"43,584.58",18.69,1974532,4732819,162469,"537,223.13",21666637,51933453,2007351,
BIOS2020,D7,gDNA,73,,"689,976.09",16.65,,,,"3,603,870.58",15.57,,,,"36,914.71",18.94,,,,"415,493.80",,,,
BIOS2020,D7,gDNA,73,,"832,941.54",16.37,,,,"4,141,249.15",15.36,,,,"42,441.58",18.73,,,,"456,186.87",,,,
BIOS2020,D7,gDNA,73,,"548,945.44",16.99,,,,"4,113,930.69",15.37,,,,"37,908.87",18.9,,,,"415,493.80",,,,
BIOS2020,D7,gDNA,73,,,,,,,"3,725,127.42",15.52,,,,"32,321.59",19.14,,,,"445,654.43",,,,
BIOS2020,D7,gDNA,73,,,,,,,"3,725,127.42",15.52,,,,"41,328.55",18.77,,,,"394,220.57",,,,
BIOS2020,D7,gDNA,73,,,,,,,"3,774,764.92",15.5,,,,"38,415.94",18.88,,,,"403,537.45",,,,
BIOS2020,D7,gDNA,73,,,,,,,"3,725,127.42",15.52,,,,"43,009.29",18.71,,,,"398,851.81",,,,
PCS2019,56,gDNA,74,0.68,"758,096.14",16.51,31834698,46919231,10204,"2,222,996.48",16.3,112977065,166510044,2160702,"45,056.72",18.64,2302895,3394097,97641,"391,925.16",15348203,22620786,1354547,
PCS2019,56,gDNA,74,,"575,405.88",16.92,,,,"2,237,758.24",16.29,,,,"48,151.85",18.54,,,,"310,282.69",,,,
